nr poc;z;odj.;do;przyj.;typ taboru;ilość;termin kursowania
91482/3;BŁONIE;08:08;WARSZAWA GŁÓWNA;08:37;EN57ALwKM;2;29 I-5 II (D)
91480/1;BŁONIE;08:16;WARSZAWA WSCHODNIA;09:06;EN57AKMw1;2;3-4 II
12470/1;BŁONIE;09:09;DĘBLIN;11:40;EN57ALwKM;2;3-4 II
93560/1;BŁONIE;10:11;PILAWA;11:56;EN57AKMw1;2;29 I-5 II
12472/3;BŁONIE;11:11;DĘBLIN;13:39;45WEkm;2;3-4 II
12472/3;BŁONIE;11:11;DĘBLIN;13:39;EN57AKMw1;2;29 I-5 II (D)
93562/3;BŁONIE;12:11;PILAWA;13:57;EN57AKMw1;2;29 I-5 II
12474/5;BŁONIE;13:10;DĘBLIN;15:47;EN57AKMw1;2;29 I-5 II
93564/5;BŁONIE;14:11;PILAWA;15:58;EN57AKMw1;2;3-4 II
12448/9;BŁONIE;14:11;DĘBLIN;16:42;EN57AKMw1;2;29 I-5 II (D)
12476/7;BŁONIE;14:58;DĘBLIN;17:32;EN57AKMw1;2;3-4 II
12478/9;BŁONIE;16:11;DĘBLIN;18:41;EN57AKMw1;2;3-4 II
12480/1;BŁONIE;17:12;DĘBLIN;19:45;EN57AKMw1;2;29 I-5 II
12482/3;BŁONIE;18:08;DĘBLIN;20:39;EN57AKMw1;2;29 I-5 II (D)
12482/3;BŁONIE;18:11;DĘBLIN;20:39;45WEkm;2;3-4 II
12484/5;BŁONIE;19:05;DĘBLIN;21:44;EN57AKMw1;2;29 I-5 II
91540;CELESTYNÓW;05:25;WARSZAWA WSCHODNIA;06:11;ER160;2;29 I-5 II (D)
91542/3;CELESTYNÓW;06:48;WARSZAWA WSCHODNIA;07:33;ER160;2;29 I-5 II (D)
91544/5;CELESTYNÓW;07:48;WARSZAWA WSCHODNIA;08:33;ER160;2;29 I-5 II (D)
91546/7;CELESTYNÓW;15:44;WARSZAWA WSCHODNIA;16:32;ER160;2;29 I-5 II (D)
91548/9;CELESTYNÓW;16:43;ŁOWICZ GŁÓWNY;19:24;ER160;2;29 I-5 II (D)
91550;CELESTYNÓW;17:22;WARSZAWA WSCHODNIA;18:10;ER160;2;29 I-5 II (D)
91550;CELESTYNÓW;18:23;WARSZAWA WSCHODNIA;19:08;ER160;2;4 II
91552/3;CELESTYNÓW;19:48;ŁOWICZ GŁÓWNY;22:08;ER160;2;29 I-5 II (D)
91230;CHORZELE;04:23;OSTROŁĘKA;05:12;SN82;1;29 I-5 II
91232;CHORZELE;06:33;OSTROŁĘKA;07:22;SN82;1;29 I-5 II
91234;CHORZELE;08:51;OSTROŁĘKA;09:40;SN82;1;29 I-5 II
91236;CHORZELE;11:11;OSTROŁĘKA;12:00;SN82;1;3-4 II
91236;CHORZELE;11:11;OSTROŁĘKA;12:00;SN83;1;29 I-5 II (D)
91238;CHORZELE;14:46;OSTROŁĘKA;15:35;SN83;1;29 I-5 II
91240;CHORZELE;16:52;OSTROŁĘKA;17:47;SN83;1;29 I-5 II (B)
91242;CHORZELE;18:01;OSTROŁĘKA;18:50;SA222;1;4 II
91242;CHORZELE;18:01;OSTROŁĘKA;18:50;SN82;1;29 I-5 II (D)
91242;CHORZELE;18:01;OSTROŁĘKA;18:50;SN83;1;3 II
91244;CHORZELE;20:40;OSTROŁĘKA;21:29;SN83;1;29 I-5 II
51600;CIECHANÓW;04:42;WARSZAWA ZACHODNIA PERON 9;06:14;ER160;2;29 I-3 II,5 II
51600;CIECHANÓW;04:42;WARSZAWA ZACHODNIA PERON 9;06:14;ER160;1;4 II
51602;CIECHANÓW;05:39;WARSZAWA ZACHODNIA PERON 9;07:19;EN76;2;29 I-3 II,5 II
51604;CIECHANÓW;06:15;WARSZAWA ZACHODNIA PERON 9;07:55;ER160;1;4 II
51620;CIECHANÓW;06:45;WARSZAWA ZACHODNIA PERON 9;08:19;EN76;2;29 I-5 II (D)
51136;CIECHANÓW;08:14;WARSZAWA ZACHODNIA PERON 9;09:35;EU47, B, Bs;3, 1, 1;29 I-5 II (D)
51606;CIECHANÓW;09:15;WARSZAWA ZACHODNIA PERON 9;10:56;EN76;2;29 I-5 II
51608;CIECHANÓW;11:07;WARSZAWA ZACHODNIA PERON 9;12:54;ER160;2;3 II
51608;CIECHANÓW;11:07;WARSZAWA ZACHODNIA PERON 9;12:54;ER160;1;4 II
51608;CIECHANÓW;11:07;WARSZAWA ZACHODNIA PERON 9;12:54;EN76;2;29 I-5 II (D)
51610;CIECHANÓW;14:14;WARSZAWA ZACHODNIA PERON 9;15:56;EN76;2;29 I-5 II (D)
51612;CIECHANÓW;16:49;WARSZAWA ZACHODNIA PERON 9;18:35;ER160;1;4 II
51612;CIECHANÓW;16:58;WARSZAWA ZACHODNIA PERON 9;18:54;ER160;1;29 I-3 II,5 II
51138;CIECHANÓW;17:18;WARSZAWA GDAŃSKA;18:21;EU47, B, P, Bs;2, 1, 1, 2;29 I-5 II (D)
51614;CIECHANÓW;18:15;WARSZAWA ZACHODNIA PERON 9;19:53;EN76;2;4 II
51616;CIECHANÓW;19:04;WARSZAWA ZACHODNIA PERON 9;20:54;ER160;1;3 II
51616;CIECHANÓW;19:04;WARSZAWA ZACHODNIA PERON 9;20:54;EN76;2;29 I-5 II (D)
51616;CIECHANÓW;19:32;WARSZAWA ZACHODNIA PERON 9;21:20;EN76;1;4 II
10660;CZEREMCHA;04:35;SIEDLCE;05:59;SA222;1;29 I-5 II
99120;CZEREMCHA;08:18;WARSZAWA WSCHODNIA;10:46;SA222;1;29 I-5 II
10662;CZEREMCHA;14:20;SIEDLCE;15:44;SA222;1;29 I-5 II
10664;CZEREMCHA;17:56;SIEDLCE;19:22;SA222;1;29 I-5 II
11238/9;CZYŻEW;04:46;SOCHACZEW;07:28;EN57ALwKM;2;29 I-5 II (D)
11910;CZYŻEW;04:50;WARSZAWA WILEŃSKA;06:30;EN57ALwKM;2;3-4 II
11980;CZYŻEW;05:14;MAŁKINIA;05:34;EN57ALwKM;1;29 I-5 II
11982;CZYŻEW;07:14;MAŁKINIA;07:34;EN57ALwKM;1;29 I-5 II
11984;CZYŻEW;11:14;MAŁKINIA;11:34;EN57ALwKM;1;29 I-5 II
11986;CZYŻEW;14:13;MAŁKINIA;14:33;EN57ALwKM;1;29 I-5 II
11988;CZYŻEW;16:09;MAŁKINIA;16:29;EN57ALwKM;1;29 I-5 II
11912;CZYŻEW;17:50;WARSZAWA WILEŃSKA;19:30;EN57ALwKM;2;29 I-5 II (D)
11990;CZYŻEW;18:16;MAŁKINIA;18:36;EN57ALwKM;1;3-4 II
11992;CZYŻEW;19:16;MAŁKINIA;19:36;EN57ALwKM;1;29 I-5 II
21710/1;DĘBLIN;03:29;WARSZAWA ZACHODNIA;05:33;EN57AKMw1;2;3-4 II
21370/1;DĘBLIN;03:29;ŻYRARDÓW;06:16;EN57AKMw1;2;29 I-5 II (D)
21712/3;DĘBLIN;04:03;WARSZAWA ZACHODNIA;06:09;EN57AKMw1;2;3-4 II
21440/1;DĘBLIN;04:03;BŁONIE;06:37;EN57ALwKM;2;29 I-5 II (D)
29351;DĘBLIN;04:08;RADOM GŁÓWNY;04:58;EN57ALwKM;1;29 I-5 II
21714/5;DĘBLIN;04:49;ŻYRARDÓW;08:05;EN57AKMw1;2;29 I-5 II (D)
29353;DĘBLIN;04:50;RADOM GŁÓWNY;05:40;EN57ALwKM;1;29 I-5 II (D)
21470/1;DĘBLIN;05:06;BŁONIE;07:37;EN57AKMw1;2;3-4 II
21700;DĘBLIN;05:21;WARSZAWA WSCHODNIA;07:08;EN57AKMw1;2;29 I-5 II (D)
21472/3;DĘBLIN;06:08;BŁONIE;08:41;EN57ALwKM;2;3-4 II
21442/3;DĘBLIN;06:08;SOCHACZEW;09:04;EN57AKMw1;2;29 I-5 II (D)
29355;DĘBLIN;06:16;RADOM GŁÓWNY;07:06;EN57ALwKM;1;29 I-5 II
21474/5;DĘBLIN;07:08;BŁONIE;09:42;EN57AKMw1;2;3-4 II
21474/5;DĘBLIN;07:08;SOCHACZEW;10:01;EN57AKMw1;2;29 I-5 II (D)
29357;DĘBLIN;07:16;RADOM GŁÓWNY;08:06;EN57ALwKM;1;29 I-5 II
29359;DĘBLIN;08:21;RADOM GŁÓWNY;09:11;EN57ALwKM;1;29 I-5 II (D)
21476/7;DĘBLIN;09:06;BŁONIE;11:38;EN57AKMw1;2;29 I-5 II
29361;DĘBLIN;10:16;RADOM GŁÓWNY;11:06;EN57ALwKM;1;29 I-5 II
21478/9;DĘBLIN;11:08;BŁONIE;13:38;EN57AKMw1;2;29 I-5 II
29363;DĘBLIN;12:26;RADOM GŁÓWNY;13:16;EN57ALwKM;1;29 I-5 II
21718/9;DĘBLIN;13:08;WARSZAWA ZACHODNIA;15:09;EN57ALwKM;2;3-4 II
21444/5;DĘBLIN;13:08;SOCHACZEW;15:59;EN57AKMw1;2;29 I-5 II (D)
29365;DĘBLIN;13:20;RADOM GŁÓWNY;14:11;EN57ALwKM;1;29 I-5 II
29367;DĘBLIN;14:22;RADOM GŁÓWNY;15:12;EN57ALwKM;1;29 I-5 II (D)
21480/1;DĘBLIN;15:08;BŁONIE;17:41;45WEkm;2;3-4 II
21446/7;DĘBLIN;15:08;BŁONIE;17:41;EN57AKMw1;2;29 I-5 II (D)
29369;DĘBLIN;15:15;RADOM GŁÓWNY;16:05;EN57ALwKM;1;29 I-5 II
21482/3;DĘBLIN;16:08;BŁONIE;18:38;EN57AKMw1;2;3-4 II
21448/9;DĘBLIN;16:08;GRODZISK MAZOWIECKI;18:39;EN57AKMw1;2;29 I-5 II (D)
29371;DĘBLIN;16:10;RADOM GŁÓWNY;16:59;EN57ALwKM;1;29 I-5 II (D)
21720/1;DĘBLIN;17:07;WARSZAWA ZACHODNIA;19:09;EN57AKMw1;2;3 II
21450/1;DĘBLIN;17:07;ŁOWICZ GŁÓWNY;20:21;EN57AKMw1;2;29 I-5 II (D)
29373;DĘBLIN;17:08;RADOM GŁÓWNY;17:58;EN57ALwKM;1;29 I-5 II
21720/1;DĘBLIN;17:15;WARSZAWA ZACHODNIA;19:09;EN57AKMw1;2;4 II
29375;DĘBLIN;18:08;RADOM GŁÓWNY;18:58;EN57ALwKM;1;29 I-5 II (D)
21452/3;DĘBLIN;18:08;SOCHACZEW;20:59;EN57AKMw1;2;29 I-5 II (D)
21722/3;DĘBLIN;19:08;WARSZAWA ZACHODNIA;21:09;EN57AKMw1;2;29 I-5 II
29377;DĘBLIN;19:12;RADOM GŁÓWNY;20:02;EN57ALwKM;1;29 I-5 II
21724;DĘBLIN;21:04;WARSZAWA CENTRALNA;22:56;45WEkm;2;29 I-5 II
29379;DĘBLIN;21:25;RADOM GŁÓWNY;22:15;EN57ALwKM;1;29 I-5 II
29551;DRZEWICA;04:20;RADOM GŁÓWNY;05:10;EN57ALwKM;1;4 II
29551;DRZEWICA;04:52;RADOM GŁÓWNY;05:42;EN57ALwKM;1;29 I-3 II,5 II
29553;DRZEWICA;06:16;RADOM GŁÓWNY;07:06;EN57ALwKM;1;3-4 II
29553/2;DRZEWICA;06:16;DĘBLIN;08:00;EN57ALwKM;1;29 I-5 II (D)
29555;DRZEWICA;08:17;RADOM GŁÓWNY;09:07;EN57ALwKM;1;29 I-5 II (D)
29557;DRZEWICA;09:39;RADOM GŁÓWNY;10:29;EN57ALwKM;1;29 I-5 II (D)
29557;DRZEWICA;10:03;RADOM GŁÓWNY;10:53;EN57ALwKM;1;3-4 II
29559;DRZEWICA;12:15;RADOM GŁÓWNY;13:05;EN57ALwKM;1;29 I-5 II
29561;DRZEWICA;16:37;RADOM GŁÓWNY;17:27;EN57ALwKM;1;29 I-5 II (D)
29563;DRZEWICA;18:30;RADOM GŁÓWNY;19:20;EN57ALwKM;1;29 I-5 II
51420;DZIAŁDOWO;03:38;WARSZAWA ZACHODNIA PERON 9;05:49;EN76;2;29 I-5 II
51126;DZIAŁDOWO;04:17;WARSZAWA ZACHODNIA PERON 9;06:21;EU47, B, P, Bs;2, 1, 1, 2;3 II
52120/1;DZIAŁDOWO;04:17;RADOM GŁÓWNY;07:28;EU47, B, P, Bs;2, 1, 1, 2;29 I-5 II (D)
51422;DZIAŁDOWO;04:59;WARSZAWA ZACHODNIA PERON 9;07:19;EN76;2;4 II
51128;DZIAŁDOWO;05:23;WARSZAWA ZACHODNIA PERON 9;07:39;EU47, B, P, Bs;2, 1, 1, 2;29 I-5 II (D)
51128;DZIAŁDOWO;05:23;WARSZAWA ZACHODNIA PERON 9;07:39;EU47, B, P, Bs;2, 1, 1, 2;3 II
51424;DZIAŁDOWO;06:35;WARSZAWA ZACHODNIA PERON 9;08:52;ER160;1;29 I-5 II
51426;DZIAŁDOWO;09:16;WARSZAWA ZACHODNIA PERON 9;11:58;ER160;1;29 I-5 II
51428;DZIAŁDOWO;11:13;WARSZAWA ZACHODNIA PERON 9;13:55;ER160;2;29 I-5 II (D)
51428;DZIAŁDOWO;11:13;WARSZAWA ZACHODNIA PERON 9;13:55;EN76;2;3-4 II
51430;DZIAŁDOWO;14:17;WARSZAWA ZACHODNIA PERON 9;16:56;ER160;1;29 I-5 II
51130;DZIAŁDOWO;17:31;WARSZAWA ZACHODNIA PERON 9;19:22;ER160;1;4 II
51432;DZIAŁDOWO;17:35;WARSZAWA ZACHODNIA PERON 9;19:53;ER160;2;3 II
51432;DZIAŁDOWO;17:35;WARSZAWA ZACHODNIA PERON 9;19:53;EN76;2;29 I-5 II (D)
51434;DZIAŁDOWO;19:29;WARSZAWA ZACHODNIA PERON 9;21:53;ER160;2;29 I-5 II (D)
51434;DZIAŁDOWO;19:29;WARSZAWA ZACHODNIA PERON 9;21:53;EN76;1;3-4 II
19210/1;GÓRA KALWARIA;04:50;NASIELSK;06:48;ER160;2;29 I-5 II (D)
91900/1;GÓRA KALWARIA;05:40;WARSZAWA GDAŃSKA;06:42;ER160;1;3-4 II
91900/1;GÓRA KALWARIA;05:40;NASIELSK;07:35;ER160;2;29 I-5 II (D)
91902/3;GÓRA KALWARIA;06:45;WARSZAWA GDAŃSKA;07:54;ER160;1;3-4 II
91902/3;GÓRA KALWARIA;06:45;WARSZAWA GDAŃSKA;07:55;ER160;2;29 I-5 II (D)
91904/5;GÓRA KALWARIA;07:46;WARSZAWA GDAŃSKA;08:45;ER160;2;29 I-5 II (D)
91906/7;GÓRA KALWARIA;08:56;WARSZAWA GDAŃSKA;09:56;ER160;1;3-4 II
91906/7;GÓRA KALWARIA;08:56;WARSZAWA GDAŃSKA;09:57;ER160;2;29 I-5 II (D)
91908/9;GÓRA KALWARIA;10:56;WARSZAWA GDAŃSKA;11:55;ER160;1;3-4 II
91908/9;GÓRA KALWARIA;10:56;WARSZAWA GDAŃSKA;11:55;ER160;2;29 I-5 II (D)
91910/1;GÓRA KALWARIA;12:56;WARSZAWA GDAŃSKA;13:56;ER160;1;3-4 II
93600/1;GÓRA KALWARIA;12:56;NASIELSK;14:49;ER160;2;29 I-5 II (D)
91912/3;GÓRA KALWARIA;14:56;WARSZAWA GDAŃSKA;15:55;ER160;1;3-4 II
93602/3;GÓRA KALWARIA;14:56;NASIELSK;16:50;ER160;2;29 I-5 II (D)
93604/5;GÓRA KALWARIA;15:55;NASIELSK;17:54;ER160;2;29 I-5 II (D)
91914/5;GÓRA KALWARIA;16:57;WARSZAWA GDAŃSKA;17:55;ER160;1;3-4 II
93606/7;GÓRA KALWARIA;16:57;NASIELSK;18:47;ER160;2;29 I-5 II (D)
93608/9;GÓRA KALWARIA;17:54;NASIELSK;19:52;ER160;2;29 I-5 II (D)
91916/7;GÓRA KALWARIA;18:54;WARSZAWA GDAŃSKA;19:54;ER160;1;3-4 II
91916/7;GÓRA KALWARIA;18:54;WARSZAWA GDAŃSKA;19:54;ER160;2;29 I-5 II (D)
91918/9;GÓRA KALWARIA;20:12;WARSZAWA GDAŃSKA;21:12;ER160;2;29 I-5 II (D)
91920/1;GÓRA KALWARIA;20:54;WARSZAWA GDAŃSKA;21:54;ER160;1;3-4 II
91920/1;GÓRA KALWARIA;20:54;WARSZAWA GDAŃSKA;21:54;ER160;2;29 I-5 II (D)
91922/3;GÓRA KALWARIA;21:54;WARSZAWA GDAŃSKA;22:54;ER160;2;29 I-5 II (D)
91926/7;GÓRA KALWARIA;22:48;WARSZAWA GDAŃSKA;23:48;ER160;1;3-4 II
91926/7;GÓRA KALWARIA;22:48;WARSZAWA GDAŃSKA;23:48;ER160;2;29 I-5 II (D)
91300;GRODZISK MAZOWIECKI;05:03;WARSZAWA GŁÓWNA;05:37;EN57AKMw1;2;29 I-5 II (D)
12300/1;GRODZISK MAZOWIECKI;06:08;DĘBLIN;08:39;EN57AKMw1;2;3-4 II
91302/3;GRODZISK MAZOWIECKI;06:10;WARSZAWA GŁÓWNA;06:44;EN71KM;2;29 I-5 II (D)
91304/5;GRODZISK MAZOWIECKI;06:26;WARSZAWA GDAŃSKA;07:03;EN57AKMw1;2;29 I-5 II (D)
93800/1;GRODZISK MAZOWIECKI;06:56;MIŃSK MAZOWIECKI;08:23;ER160;2;3-4 II
91306/7;GRODZISK MAZOWIECKI;07:37;WARSZAWA WSCHODNIA;08:26;EN57AKMw1;2;29 I-5 II (D)
93870/1;GRODZISK MAZOWIECKI;09:31;SIEDLCE;11:42;EN57ALwKM;2;3-4 II
93870/1;GRODZISK MAZOWIECKI;09:31;SIEDLCE;11:42;45WEkm;2;29 I-5 II (D)
93872/3;GRODZISK MAZOWIECKI;10:32;SIEDLCE;12:42;EN57ALwKM;2;29 I-5 II (D)
93874/5;GRODZISK MAZOWIECKI;11:32;SIEDLCE;13:44;EN57AKMw1;2;29 I-5 II (D)
93876/7;GRODZISK MAZOWIECKI;12:31;SIEDLCE;14:43;EN57ALwKM;2;29 I-5 II (D)
93878/9;GRODZISK MAZOWIECKI;13:32;SIEDLCE;15:43;EN57ALwKM;2;3-4 II
93878/9;GRODZISK MAZOWIECKI;13:32;SIEDLCE;15:52;45WEkm;2;29 I-5 II (D)
93880/1;GRODZISK MAZOWIECKI;14:28;SIEDLCE;16:45;EN57AKMw1;2;29 I-3 II,5 II
93880/1;GRODZISK MAZOWIECKI;14:28;SIEDLCE;16:45;EN57AKMw1;3;4 II
91308;GRODZISK MAZOWIECKI;15:08;WARSZAWA GŁÓWNA;15:42;EN71KM;2;29 I-5 II (D)
93882/3;GRODZISK MAZOWIECKI;15:33;SIEDLCE;17:49;EN57AKMw1;2;3-4 II
91310;GRODZISK MAZOWIECKI;16:13;WARSZAWA GŁÓWNA;16:47;EN57ALwKM;2;29 I-5 II (D)
93884/5;GRODZISK MAZOWIECKI;16:30;SIEDLCE;18:44;EN57ALwKM;2;3-4 II
91312/3;GRODZISK MAZOWIECKI;17:14;WARSZAWA GŁÓWNA;17:51;EN71KM;2;29 I-5 II (D)
91314;GRODZISK MAZOWIECKI;18:06;WARSZAWA GŁÓWNA;18:40;EN57AKMw1;2;29 I-5 II (D)
91316/7;GRODZISK MAZOWIECKI;19:38;WARSZAWA GDAŃSKA;20:16;EN57AKMw1;2;29 I-5 II (D)
91318/9;GRODZISK MAZOWIECKI;22:01;WARSZAWA WSCHODNIA;22:47;EN57AKMw1;2;29 I-5 II (D)
91320/1;GRODZISK MAZOWIECKI;22:38;WARSZAWA GDAŃSKA;23:12;45WEkm;2;29 I-5 II (D)
15341;KUTNO;05:41;SIERPC;07:41;SA135;1;29 I-5 II
15343;KUTNO;07:22;SIERPC;08:49;SA135;1;29 I-5 II (D)
15345;KUTNO;08:50;SIERPC;10:22;SA135;1;29 I-5 II
15347;KUTNO;11:23;SIERPC;13:02;SA135;1;29 I-5 II
15349;KUTNO;13:47;SIERPC;15:26;SA135;1;29 I-5 II
15351;KUTNO;15:00;SIERPC;16:51;SA135;1;29 I-5 II
15353;KUTNO;16:32;SIERPC;18:18;SA135;1;29 I-5 II (D)
15355;KUTNO;17:50;SIERPC;19:24;SA135;1;29 I-5 II
15357;KUTNO;20:52;SIERPC;22:27;SA135;1;29 I-5 II
11900;ŁOCHÓW;04:31;WARSZAWA WILEŃSKA;05:30;EN57ALwKM;2;29 I-5 II (D)
11902;ŁOCHÓW;06:30;WARSZAWA WILEŃSKA;07:27;EN57ALwKM;2;29 I-5 II (D)
11904;ŁOCHÓW;07:32;WARSZAWA WILEŃSKA;08:30;EN57ALwKM;3;29 I-5 II (D)
11906;ŁOCHÓW;11:02;WARSZAWA WILEŃSKA;12:00;EN57ALwKM;2;3-4 II
11906;ŁOCHÓW;11:02;WARSZAWA WILEŃSKA;12:00;EN57ALwKM;3;29 I-5 II (D)
11908;ŁOCHÓW;17:54;WARSZAWA WILEŃSKA;18:44;EN57ALwKM;3;29 I-5 II (D)
91400/1;ŁOWICZ GŁÓWNY;03:38;WARSZAWA WSCHODNIA;05:16;ER160;2;3-4 II
91400/1;ŁOWICZ GŁÓWNY;03:38;CELESTYNÓW;06:09;ER160;2;29 I-5 II (D)
91402/3;ŁOWICZ GŁÓWNY;04:40;WARSZAWA WSCHODNIA;06:06;ER160;2;3-4 II
91140/1;ŁOWICZ GŁÓWNY;05:08;WARSZAWA WSCHODNIA;06:22;ER160;2;29 I-5 II (D)
91404/5;ŁOWICZ GŁÓWNY;05:45;WARSZAWA GŁÓWNA;07:02;ER160;2;29 I-5 II
91406/7;ŁOWICZ GŁÓWNY;06:02;WARSZAWA WSCHODNIA;07:46;ER160;2;29 I-5 II (D)
91408;ŁOWICZ GŁÓWNY;06:56;WARSZAWA GŁÓWNA;08:12;EN57AKMw1;2;29 I-5 II
91410/1;ŁOWICZ GŁÓWNY;07:57;WARSZAWA WSCHODNIA;09:26;EN57ALwKM;2;29 I-5 II (D)
91410/1;ŁOWICZ GŁÓWNY;07:57;WARSZAWA WSCHODNIA;09:26;ER160;2;3-4 II
91412/3;ŁOWICZ GŁÓWNY;09:53;WARSZAWA WSCHODNIA;11:21;ER160;2;3-4 II
91412/3;ŁOWICZ GŁÓWNY;09:53;OTWOCK;11:56;EN57AKMw1;2;29 I-5 II (D)
91414/5;ŁOWICZ GŁÓWNY;11:41;WARSZAWA WSCHODNIA;13:06;ER160;2;29 I-5 II (D)
91414/5;ŁOWICZ GŁÓWNY;11:41;WARSZAWA WSCHODNIA;13:06;EN57AKMw1;2;3-4 II
91416;ŁOWICZ GŁÓWNY;13:41;WARSZAWA GŁÓWNA;14:56;ER160;2;29 I-5 II (D)
91416;ŁOWICZ GŁÓWNY;13:41;WARSZAWA GŁÓWNA;14:56;EN57AKMw1;2;3-4 II
91418/9;ŁOWICZ GŁÓWNY;15:53;WARSZAWA WSCHODNIA;17:17;ER160;2;3-4 II
91418/9;ŁOWICZ GŁÓWNY;15:54;PILAWA;18:20;EN57AKMw1;2;29 I-5 II (D)
91420/1;ŁOWICZ GŁÓWNY;16:41;CELESTYNÓW;19:15;ER160;2;29 I-5 II (D)
91422/3;ŁOWICZ GŁÓWNY;17:54;WARSZAWA WSCHODNIA;19:21;ER160;2;3-4 II
91422/3;ŁOWICZ GŁÓWNY;17:54;OTWOCK;19:57;ER160;2;29 I-5 II (D)
91424/5;ŁOWICZ GŁÓWNY;19:31;WARSZAWA WSCHODNIA;21:06;ER160;2;3-4 II
91424/5;ŁOWICZ GŁÓWNY;19:31;WARSZAWA WSCHODNIA;21:06;EN57AKMw1;2;29 I-5 II (D)
91426/7;ŁOWICZ GŁÓWNY;20:42;WARSZAWA WSCHODNIA;22:06;ER160;2;29 I-5 II (D)
91428/9;ŁOWICZ GŁÓWNY;21:49;WARSZAWA WSCHODNIA;23:21;ER160;2;3-4 II
91428/9;ŁOWICZ GŁÓWNY;21:49;WARSZAWA WSCHODNIA;23:21;EN57AKMw1;2;29 I-5 II (D)
91890;ŁUKÓW;03:43;WARSZAWA WSCHODNIA;05:33;EN57AKMw1;2;29 I-5 II (D)
11154/5;ŁUKÓW;04:37;WARSZAWA ZACHODNIA;06:34;EU47, P, B, Bs;1, 1, 4, 1;3 II
11154/5;ŁUKÓW;04:37;WARSZAWA ZACHODNIA;06:34;EU47, P, B, Bs;1, 1, 4, 1;29 I-5 II (D)
93310/1;ŁUKÓW;05:06;GRODZISK MAZOWIECKI;08:03;EN57AKMw1;2;3-4 II
11156/7;ŁUKÓW;05:33;WARSZAWA ZACHODNIA;07:24;EU47, B, Bs;2, 1, 5;3 II
11156/7;ŁUKÓW;05:33;WARSZAWA ZACHODNIA;07:24;EU47, B, Bs;2, 1, 5;29 I-5 II (D)
11850;ŁUKÓW;06:11;SIEDLCE;06:39;EN57ALwKM;1;30 I-2 II
11850;ŁUKÓW;06:11;SIEDLCE;06:39;EN57ALwKM;2;29 I,5 II
11852;ŁUKÓW;06:47;SIEDLCE;07:15;EN57ALwKM;1;4 II
91128/9;ŁUKÓW;06:50;WARSZAWA CENTRALNA;08:25;EN57AKMw1;2;29 I-3 II,5 II
11854;ŁUKÓW;08:19;SIEDLCE;08:46;EN57ALwKM;1;29 I-5 II (D)
11856;ŁUKÓW;11:12;SIEDLCE;11:40;EN57ALwKM;1;30 I-4 II
11856;ŁUKÓW;11:12;SIEDLCE;11:40;EN57ALwKM;2;29 I,5 II
11858;ŁUKÓW;13:20;SIEDLCE;13:48;EN57ALwKM;1;29 I-5 II (D)
11858;ŁUKÓW;13:20;SIEDLCE;13:49;EU47, P, B, Bs;1, 1, 4, 1;4 II
11858;ŁUKÓW;13:20;SIEDLCE;13:49;EU47, P, B, Bs;1, 1, 4, 1;3 II
11860;ŁUKÓW;15:05;SIEDLCE;15:33;EN57ALwKM;2;29 I,5 II
11860;ŁUKÓW;15:05;SIEDLCE;15:33;EN57ALwKM;1;30 I-4 II
11862;ŁUKÓW;15:53;SIEDLCE;16:21;EN57ALwKM;1;29 I-5 II (D)
11864;ŁUKÓW;17:51;SIEDLCE;18:19;EN57ALwKM;2;29 I,5 II
11864;ŁUKÓW;17:51;SIEDLCE;18:19;EN57ALwKM;1;30 I-2 II
11158;ŁUKÓW;17:53;WARSZAWA WSCHODNIA;19:13;EU47, P, B, Bs;1, 1, 4, 1;3 II
11158;ŁUKÓW;17:53;WARSZAWA WSCHODNIA;19:13;EU47, P, B, Bs;1, 1, 4, 1;4 II
11866;ŁUKÓW;19:12;SIEDLCE;19:40;EN57ALwKM;1;29 I-5 II
11868;ŁUKÓW;21:00;SIEDLCE;21:28;EN57ALwKM;2;29 I,5 II
11868;ŁUKÓW;21:00;SIEDLCE;21:28;EN57ALwKM;1;30 I-2 II
11870;ŁUKÓW;23:25;SIEDLCE;23:52;EN57ALwKM;2;3-4 II
11870;ŁUKÓW;23:25;SIEDLCE;23:52;45WEkm;2;29 I-5 II (D)
11930;MAŁKINIA;03:39;WARSZAWA WILEŃSKA;05:00;EN57ALwKM;2;29 I-5 II
11932;MAŁKINIA;04:39;WARSZAWA WILEŃSKA;06:00;EN57ALwKM;2;4 II
11932;MAŁKINIA;04:39;WARSZAWA WILEŃSKA;06:00;EN57ALwKM;3;29 I-3 II,5 II
11934;MAŁKINIA;05:39;WARSZAWA WILEŃSKA;07:00;EN57ALwKM;2;4 II
11934;MAŁKINIA;05:39;WARSZAWA WILEŃSKA;07:00;EN57ALwKM;3;29 I-3 II,5 II
10981;MAŁKINIA;05:40;CZYŻEW;06:00;EN57ALwKM;1;29 I-5 II
11936;MAŁKINIA;06:39;WARSZAWA WILEŃSKA;08:00;EN57ALwKM;3;29 I-5 II (D)
11936;MAŁKINIA;06:39;WARSZAWA WILEŃSKA;08:00;EN57ALwKM;2;3-4 II
11938;MAŁKINIA;07:39;WARSZAWA WILEŃSKA;09:00;EN57ALwKM;2;29 I-5 II
11940;MAŁKINIA;08:39;WARSZAWA WILEŃSKA;10:00;EN57ALwKM;2;29 I-3 II,5 II
